Student_ID,Registration_No,Gender,Age,Course,Semester,Section,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Semester_GPA,Current_CGPA,Assignment_1,Assignment_2,Avg_Assignment_Score,Avg_Tutorial_Score,Avg_Pop_Quiz,Avg_Lab_Score,Mid_Term_Assessment,Final_Term_Assessment,Capstone_Project_Marks,Study_Habits,Disciplinary_Record,Internship_Status,Teacher_Remarks,Extracurricular_Feedback,Final_Obtained_Score,Student_Grade_Band
S-10710,REG-2026-1710,F,21,BS Computer Science,8,S1,50,39,79.0,2.74,2.9,64,73,68.5,77,59,55,75.0,56,56,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,63.4,Average
S-10711,REG-2026-1711,M,19,BS Computer Science,2,S3,50,35,71.0,2.85,2.83,68,65,66.5,75,64,69,64.0,70,73,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,68.3,Good
S-10712,REG-2026-1712,M,22,BS AI,3,S2,50,24,48.0,1.37,1.42,32,23,27.5,26,22,22,20.0,23,32,Rarely studies,Needs Improvement,Not Started,Frequently misses deadlines and lacks motivation.,No interest,24.9,Poor
S-10713,REG-2026-1713,F,21,BS Computer Science,5,S3,50,40,81.0,2.59,2.7,61,72,66.5,68,58,59,55.0,72,66,Last-minute crammer,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,64.35,Average
S-10714,REG-2026-1714,M,20,BS Software Eng,2,S1,50,36,72.0,3.47,3.18,71,68,69.5,56,70,65,62.0,58,76,Occasional studier,Good,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,64.6,Average
S-10715,REG-2026-1715,F,21,BS AI,1,S3,50,40,81.0,3.03,2.9,58,63,60.5,75,70,71,77.0,59,59,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,67.55,Good
S-10716,REG-2026-1716,F,21,BS Info Tech,7,S3,50,49,98.0,3.78,3.79,94,96,95.0,91,89,94,99.0,86,95,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,92.75,Excellent
S-10717,REG-2026-1717,F,20,BS Data Science,5,S2,50,33,66.0,2.54,2.91,60,60,60.0,64,78,76,64.0,62,70,Needs some guidance,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,67.0,Good
S-10718,REG-2026-1718,M,25,BS Info Tech,7,S1,50,37,75.0,2.91,3.08,59,65,62.0,71,71,57,62.0,57,60,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,61.8,Average
S-10719,REG-2026-1719,F,20,BS Data Science,4,S1,50,37,75.0,3.08,3.08,72,78,75.0,56,75,66,57.0,65,55,Needs some guidance,Good,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,64.6,Average
S-10720,REG-2026-1720,M,19,BS Data Science,7,S1,50,35,70.0,2.58,2.51,67,67,67.0,59,71,61,66.03,60,73,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,65.7,Good
S-10721,REG-2026-1721,F,19,BS Software Eng,5,S2,50,40,81.0,2.69,2.54,75,70,72.5,60,73,69,66.0,61,74,Occasional studier,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,67.8,Good
S-10722,REG-2026-1722,M,21,BS Computer Science,7,S2,50,23,46.0,1.07,1.21,36,50,43.0,36,22,28,42.0,42,33,Last-minute crammer,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,37.0,Poor
S-10723,REG-2026-1723,M,25,BS Software Eng,2,S3,50,45,90.0,3.63,3.87,99,85,92.0,92,86,88,97.0,91,88,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,91.05,Excellent
S-10724,REG-2026-1724,M,23,BS AI,3,S1,50,17,35.0,2.02,1.96,38,20,29.0,28,44,32,37.0,43,51,Rarely studies,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,38.5,Poor
S-10725,REG-2026-1725,M,18,BS AI,2,S1,50,40,81.0,2.72,2.47,78,58,68.0,65,60,71,77.0,66,56,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,68.25,Good
S-10726,REG-2026-1726,M,25,BS Software Eng,2,S1,50,49,99.0,3.72,3.91,82,82,82.0,83,83,96,87.0,91,96,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,89.75,Excellent
S-10727,REG-2026-1727,F,20,BS AI,1,S3,50,36,73.0,2.73,2.68,61,60,60.5,63,64,73,61.0,77,68,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,68.45,Good
S-10728,REG-2026-1728,M,23,BS Data Science,2,S2,50,36,73.0,2.84,2.63,56,56,56.0,61,58,67,65.0,66,65,Needs some guidance,Warning,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,64.15,Average
S-10729,REG-2026-1729,M,23,BS Info Tech,1,S1,50,16,33.0,2.36,2.27,48,40,44.0,25,30,26,28.0,29,45,Needs constant monitoring,Warning,Not Started,Lacks fundamental understanding of the subject matter.,No interest,31.55,Poor
S-10730,REG-2026-1730,M,20,BS AI,3,S3,50,39,79.0,2.87,3.13,55,69,62.0,67,71,58,69.0,64,68,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,65.9,Good
S-10731,REG-2026-1731,M,22,BS AI,1,S3,50,49,99.0,3.64,3.67,97,81,89.0,81,90,90,86.0,93,89,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,89.75,Excellent
S-10732,REG-2026-1732,F,19,BS Info Tech,5,S3,50,33,67.0,2.69,2.72,68,77,72.5,56,72,74,64.0,63,57,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,65.95,Good
S-10733,REG-2026-1733,F,19,BS Info Tech,4,S3,50,40,80.0,3.02,3.16,55,77,66.0,77,70,60,61.0,74,67,Needs some guidance,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,67.85,Good
S-10734,REG-2026-1734,M,24,BS Data Science,8,S3,50,33,66.0,3.37,3.49,63,74,68.5,56,70,74,57.0,72,72,Occasional studier,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,67.65,Good
S-10735,REG-2026-1735,M,19,BS Computer Science,8,S3,50,38,77.0,2.65,2.52,57,76,66.5,74,63,59,63.0,72,76,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,67.55,Good
S-10736,REG-2026-1736,F,23,BS Software Eng,1,S2,50,37,75.0,3.42,3.37,75,57,66.0,59,66,66,66.03,56,60,Occasional studier,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,62.6,Average
S-10737,REG-2026-1737,M,18,BS AI,4,S3,50,36,72.0,3.48,3.6,76,59,67.5,78,69,56,65.0,66,74,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,66.45,Good
S-10738,REG-2026-1738,M,21,BS AI,8,S2,50,39,79.0,3.25,3.34,59,64,61.5,72,70,58,68.0,58,60,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,63.5,Average
S-10739,REG-2026-1739,M,23,BS AI,4,S3,50,34,68.0,3.33,3.22,69,64,66.5,69,76,61,67.0,68,68,Last-minute crammer,Good,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,67.45,Good
S-10740,REG-2026-1740,M,21,BS Data Science,2,S2,50,31,63.0,1.59,1.74,21,51,36.0,47,22,53,28.0,42,49,Rarely studies,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,40.25,Poor
S-10741,REG-2026-1741,F,19,BS AI,2,S3,50,32,65.0,3.4,3.29,66,72,69.0,69,77,59,75.0,76,60,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,70.15,Good
S-10742,REG-2026-1742,M,23,BS Software Eng,1,S2,50,39,78.0,2.87,2.77,68,78,73.0,62,76,76,73.0,55,60,Occasional studier,Good,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,67.65,Good
S-10743,REG-2026-1743,M,22,BS Info Tech,8,S3,50,38,77.0,2.98,2.86,71,72,71.5,74,56,57,66.03,63,69,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,65.3,Good
S-10744,REG-2026-1744,F,25,BS AI,7,S1,50,39,79.0,3.18,3.2,55,58,56.5,74,57,62,76.0,56,59,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,63.4,Average
S-10745,REG-2026-1745,M,23,BS Computer Science,3,S3,50,36,73.0,2.6,2.39,73,68,70.5,67,64,66,60.0,61,72,Last-minute crammer,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,64.8,Average
S-10746,REG-2026-1746,F,18,BS Software Eng,4,S1,50,36,72.0,3.41,3.59,64,59,61.5,70,57,59,64.0,71,56,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,63.95,Average
S-10747,REG-2026-1747,M,18,BS Info Tech,3,S3,50,15,31.0,1.76,1.51,24,37,30.5,35,32,34,21.0,28,33,Needs constant monitoring,Needs Improvement,Not Started,No feedback provided,Shy and inactive,29.15,Poor
S-10748,REG-2026-1748,F,22,BS Computer Science,6,S3,50,47,94.0,3.89,3.73,81,85,83.0,97,83,92,94.0,93,91,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,91.1,Excellent
S-10749,REG-2026-1749,F,25,BS Data Science,5,S3,50,44,88.0,3.56,3.48,86,84,85.0,92,85,82,66.03,82,88,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,83.6,Excellent
S-10750,REG-2026-1750,M,18,BS Data Science,7,S1,50,43,86.0,3.71,4.0,95,83,89.0,80,86,99,99.0,92,98,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,93.25,Excellent
S-10751,REG-2026-1751,F,20,BS Software Eng,6,S2,50,25,50.0,1.28,1.41,52,31,41.5,50,38,29,37.0,20,26,Rarely studies,Probation,Not Started,Irregular attendance and extremely poor focus in class.,No interest,32.3,Poor
S-10752,REG-2026-1752,F,25,BS Info Tech,8,S3,50,36,73.0,3.41,3.47,57,58,57.5,77,66,78,67.0,76,60,Needs some guidance,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,69.95,Good
S-10753,REG-2026-1753,M,24,BS Info Tech,2,S2,50,34,68.0,3.43,3.14,73,63,68.0,60,61,76,56.0,64,69,Last-minute crammer,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,64.8,Average
S-10754,REG-2026-1754,F,24,BS AI,4,S1,50,33,66.0,3.14,3.07,66,74,70.0,74,66,55,72.0,55,64,Last-minute crammer,Warning,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,63.4,Average
S-10755,REG-2026-1755,M,18,BS AI,7,S2,50,41,82.0,2.83,3.12,73,77,75.0,60,76,77,62.0,73,73,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,71.7,Good
S-10756,REG-2026-1756,M,23,BS Software Eng,3,S3,50,33,66.0,2.73,2.55,68,56,62.0,62,77,59,59.0,60,76,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,63.55,Average
S-10757,REG-2026-1757,F,22,BS Data Science,3,S3,50,39,79.0,2.78,2.63,68,63,65.5,62,63,72,76.0,70,56,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Average sports player,69.0,Good
S-10758,REG-2026-1758,M,25,BS Computer Science,2,S3,50,22,44.0,2.35,2.14,51,28,39.5,43,51,45,28.0,30,30,Needs constant monitoring,Warning,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,36.25,Poor
S-10759,REG-2026-1759,M,24,BS Data Science,5,S2,50,35,71.0,3.23,3.28,65,69,67.0,67,67,72,59.0,64,71,Occasional studier,Warning,Ongoing,No feedback provided,Average sports player,66.0,Good
S-10760,REG-2026-1760,M,22,BS AI,5,S3,50,38,76.0,2.73,2.77,72,59,65.5,61,73,78,66.0,73,72,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Average sports player,71.05,Good
S-10761,REG-2026-1761,M,21,BS AI,8,S3,50,46,92.0,3.51,3.56,94,99,96.5,87,82,88,80.0,87,90,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,86.75,Excellent
S-10762,REG-2026-1762,F,22,BS AI,2,S2,50,49,99.0,3.59,3.77,84,93,88.5,85,96,80,94.0,86,98,Very consistent,Excellent,Completed,No feedback provided,Shows leadership in sports,89.75,Excellent
S-10763,REG-2026-1763,M,22,BS Info Tech,1,S3,50,31,63.0,2.04,1.76,35,47,41.0,23,34,40,28.0,38,44,Rarely studies,Needs Improvement,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,37.3,Poor
S-10764,REG-2026-1764,F,23,BS Info Tech,4,S1,50,34,69.0,3.16,2.97,57,56,56.5,70,76,55,61.0,56,72,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,61.85,Average
S-10765,REG-2026-1765,F,23,BS Data Science,2,S2,50,41,83.0,3.07,2.91,63,71,67.0,65,65,78,55.0,72,56,Occasional studier,Good,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,66.9,Good
S-10766,REG-2026-1766,F,22,BS Info Tech,3,S2,50,39,78.0,2.98,3.21,67,67,67.0,61,55,73,77.0,58,72,Needs some guidance,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,67.2,Good
S-10767,REG-2026-1767,M,22,BS Software Eng,8,S2,50,44,88.0,3.75,3.54,87,83,85.0,89,95,96,85.0,97,82,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,90.7,Excellent
S-10768,REG-2026-1768,F,24,BS Info Tech,7,S2,50,45,90.0,3.93,3.98,80,80,80.0,98,93,98,92.0,98,90,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,93.3,Excellent
S-10769,REG-2026-1769,M,18,BS Data Science,5,S2,50,34,69.0,3.36,3.32,57,60,58.5,57,71,59,59.0,66,59,Last-minute crammer,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,62.3,Average
S-10770,REG-2026-1770,M,18,BS Software Eng,7,S2,50,46,93.0,3.8,3.64,97,93,95.0,99,96,82,90.0,84,97,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,89.7,Excellent
S-10771,REG-2026-1771,M,21,BS AI,4,S1,50,33,67.0,2.75,2.7,59,70,64.5,76,63,56,72.0,74,72,Needs some guidance,Warning,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,68.4,Good
S-10772,REG-2026-1772,M,20,BS AI,4,S2,50,40,81.0,2.57,2.66,76,62,69.0,67,77,71,69.0,59,62,Occasional studier,Good,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,67.4,Good
S-10773,REG-2026-1773,M,21,BS Info Tech,6,S1,50,43,87.0,3.89,3.71,99,87,93.0,91,98,81,84.0,80,89,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,85.85,Excellent
S-10774,REG-2026-1774,F,19,BS AI,4,S1,50,32,65.0,3.04,2.95,68,73,70.5,72,70,78,60.0,73,77,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,70.55,Good
S-10775,REG-2026-1775,M,21,BS Software Eng,8,S1,50,38,76.0,2.98,2.73,74,72,73.0,67,56,74,61.0,61,77,Occasional studier,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,66.3,Good
S-10776,REG-2026-1776,F,18,BS Info Tech,1,S1,50,46,93.0,3.95,3.69,89,98,93.5,88,94,83,84.0,88,82,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Shows leadership in sports,87.25,Excellent
S-10777,REG-2026-1777,M,19,BS Computer Science,4,S3,50,19,38.0,1.8,1.84,46,23,34.5,37,29,36,26.0,20,22,Rarely studies,Warning,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,27.9,Poor
S-10778,REG-2026-1778,F,23,BS Info Tech,5,S2,50,44,88.0,3.71,3.98,97,83,90.0,95,92,84,99.0,92,85,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,91.25,Excellent
S-10779,REG-2026-1779,F,25,BS Data Science,2,S2,50,44,88.0,3.62,3.67,96,83,89.5,94,89,90,98.0,85,84,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,89.7,Excellent
S-10780,REG-2026-1780,F,24,BS Info Tech,6,S3,50,36,73.0,2.96,3.24,57,70,63.5,63,55,60,69.0,67,78,Needs some guidance,Warning,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,66.0,Good
S-10781,REG-2026-1781,M,21,BS AI,3,S3,50,41,82.0,3.24,3.32,70,62,66.0,59,61,60,62.0,66,76,Last-minute crammer,Good,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,65.25,Good
S-10782,REG-2026-1782,F,23,BS Data Science,2,S3,50,16,32.0,1.43,1.45,24,34,29.0,28,46,22,28.0,20,33,Last-minute crammer,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,27.7,Poor
S-10783,REG-2026-1783,M,19,BS Computer Science,2,S3,50,33,66.0,3.37,3.33,75,71,73.0,76,74,74,64.0,60,63,Occasional studier,Good,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,67.0,Good
S-10784,REG-2026-1784,F,23,BS AI,7,S2,50,38,76.0,3.08,3.01,70,63,66.5,60,65,64,60.0,63,73,Occasional studier,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,64.6,Average
S-10785,REG-2026-1785,M,25,BS AI,1,S1,50,18,36.0,1.73,1.73,32,20,26.0,46,42,39,47.0,33,23,Rarely studies,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Struggles to participate,36.7,Poor
S-10786,REG-2026-1786,M,25,BS AI,6,S2,50,38,76.0,2.56,2.48,76,64,70.0,56,64,68,75.0,72,77,Occasional studier,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,70.9,Good
S-10787,REG-2026-1787,M,22,BS Data Science,4,S2,50,34,68.0,2.87,2.98,74,71,72.5,78,57,59,60.0,64,78,Needs some guidance,Warning,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,64.9,Average
S-10788,REG-2026-1788,M,24,BS AI,5,S3,50,42,85.0,3.96,3.72,96,83,89.5,93,87,98,95.0,85,82,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,89.7,Excellent
S-10789,REG-2026-1789,M,23,BS Computer Science,4,S1,50,40,80.0,2.54,2.56,68,58,63.0,57,56,76,76.0,67,59,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,68.0,Good
S-10790,REG-2026-1790,F,24,BS Software Eng,2,S2,50,49,98.0,3.74,3.87,80,95,87.5,90,84,93,82.0,93,81,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,88.25,Excellent
S-10791,REG-2026-1791,M,22,BS Computer Science,8,S2,50,39,79.0,3.38,3.64,59,69,64.0,76,65,60,73.0,63,59,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,65.9,Good
S-10792,REG-2026-1792,M,22,BS Data Science,4,S3,50,37,74.0,3.16,2.96,55,65,60.0,63,77,75,61.0,63,65,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,66.25,Good
S-10793,REG-2026-1793,F,24,BS Software Eng,7,S3,50,35,71.0,3.32,3.17,65,62,63.5,74,73,75,72.0,70,78,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Average sports player,71.85,Good
S-10794,REG-2026-1794,F,22,BS Computer Science,1,S2,50,30,61.0,1.99,2.23,26,41,33.5,39,26,30,52.0,46,31,Last-minute crammer,Warning,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,40.45,Poor
